carat,cut,color,clarity,depth,table,price
1.02,Premium,F,SI1,62.6,58.0,4455
0.76,Very Good,G,SI1,62.6,56.0,2652
0.46,Ideal,F,SI1,61.6,54.0,983
0.71,Very Good,H,VS1,62.6,58.0,2423
0.4,Very Good,E,SI2,61.4,57.0,666
0.31,Premium,F,VS1,61.8,60.0,872
0.9,Premium,D,SI1,61.2,60.0,4304
0.33,Premium,H,VS1,61.9,58.0,743
1.14,Ideal,H,VS2,61.6,56.0,5831
1.3,Ideal,F,SI2,62.2,56.0,6442
0.3,Ideal,G,VS2,61.7,56.0,526
0.5,Premium,F,VS2,60.6,61.0,1433
0.7,Very Good,D,VS1,62.7,58.0,2777
0.7,Ideal,F,SI1,61.7,54.0,2662
1.25,Ideal,J,SI1,62.1,58.0,5252
1.01,Good,D,SI1,64.1,60.0,4909
0.31,Premium,G,SI1,60.7,60.0,462
1.19,Ideal,D,SI2,60.4,55.0,5406
1.71,Ideal,J,VS1,62.4,56.0,10778
0.3,Ideal,E,VVS2,61.9,55.0,766
0.33,Ideal,F,VVS1,61.8,57.0,955
0.31,Premium,E,VS2,61.7,58.0,872
2.1,Ideal,I,SI2,61.9,56.0,15511
0.33,Very Good,G,VVS2,61.2,57.0,752
2.03,Premium,I,VS2,60.5,62.0,16309
1.0,Premium,F,SI1,62.1,59.0,5152
1.1,Ideal,E,VVS1,61.1,56.0,12748
1.03,Premium,H,VS2,60.9,58.0,5364
1.2,Ideal,H,I1,58.6,57.0,3763
1.51,Very Good,H,VS2,63.1,57.0,8219
1.35,Ideal,G,VS1,60.9,54.0,10471
0.61,Ideal,F,VVS2,61.1,57.0,3248
0.33,Ideal,F,IF,61.3,55.0,971
0.76,Ideal,E,VS2,61.3,56.0,3079
1.52,Ideal,F,SI1,62.0,54.0,12071
1.08,Very Good,H,SI2,63.0,59.0,4481
0.72,Ideal,D,VS1,60.9,56.0,3896
0.23,Very Good,E,VVS1,62.4,54.0,583
0.3,Premium,G,VS2,59.3,59.0,630
0.83,Very Good,H,VS2,59.4,59.0,3276
1.0,Premium,F,SI1,62.8,61.0,4022
0.72,Ideal,F,SI1,62.3,56.0,3004
1.01,Premium,G,VVS2,61.9,59.0,7964
1.02,Good,H,I1,64.3,63.0,2751
0.73,Premium,G,VS2,60.7,58.0,2770
1.21,Ideal,E,VS1,61.7,56.0,12111
0.79,Very Good,F,SI1,63.0,54.0,2904
1.52,Premium,D,SI2,61.5,60.0,9789
2.01,Premium,I,SI1,61.5,60.0,16499
0.9,Ideal,F,VS2,60.8,57.0,5828
0.6,Ideal,I,SI1,62.2,58.0,1342
1.01,Very Good,F,SI1,61.3,59.0,4969
1.16,Ideal,I,SI1,61.7,56.0,4668
0.3,Good,D,SI1,63.2,56.0,552
1.01,Premium,G,VS2,60.2,59.0,5759
0.51,Fair,H,VS1,55.5,64.0,1234
0.58,Very Good,J,VS2,59.5,62.0,1147
0.42,Premium,H,VS1,61.6,58.0,847
0.25,Very Good,E,VVS2,62.7,59.0,575
0.32,Premium,E,IF,60.0,61.0,967
0.4,Good,I,VS2,63.8,54.0,855
1.51,Premium,G,SI1,62.6,58.0,11153
1.5,Premium,G,SI2,58.3,61.0,6720
0.83,Ideal,J,VS2,62.3,55.0,2742
0.41,Ideal,F,IF,62.1,55.0,1439
1.06,Very Good,H,VS2,62.5,57.0,5783
0.9,Very Good,F,SI1,63.3,55.0,4545
0.93,Premium,I,VS2,62.7,61.0,4073
0.3,Ideal,F,VS1,62.1,56.0,673
0.7,Very Good,F,I1,63.2,61.0,1736
0.41,Ideal,F,VVS2,61.2,56.0,1192
1.58,Ideal,E,VS1,62.6,56.0,17894
1.01,Good,F,SI2,64.3,59.0,4197
0.55,Very Good,F,VVS2,62.4,59.0,2147
1.02,Premium,H,SI2,59.2,59.0,3769
0.71,Ideal,D,VS2,61.2,57.0,3321
1.01,Premium,H,SI2,61.9,60.0,4242
0.4,Very Good,E,VVS2,61.0,55.0,1106
0.54,Ideal,H,SI1,61.1,56.0,1268
0.72,Premium,H,SI1,62.2,57.0,2311
0.5,Premium,E,VS2,61.4,58.0,1746
0.51,Very Good,G,VVS1,63.2,58.0,1971
0.73,Ideal,E,SI2,61.0,57.0,2434
1.2,Good,I,SI1,63.9,56.0,5211
0.3,Good,G,VVS2,63.5,56.0,684
0.59,Very Good,F,IF,59.9,63.0,2632
0.77,Ideal,I,SI1,61.5,56.0,2946
0.7,Very Good,E,VS1,63.6,57.0,3154
1.55,Premium,H,VS2,61.7,59.0,11428
1.14,Very Good,I,SI1,63.5,56.0,4788
0.38,Premium,F,VS1,60.9,58.0,998
0.57,Ideal,G,SI1,60.5,57.0,1369
1.06,Premium,I,SI1,61.9,57.0,4452
0.4,Very Good,G,SI1,58.3,62.0,636
0.86,Ideal,D,SI1,62.8,56.0,3709
0.37,Premium,F,SI1,62.5,58.0,791
0.3,Very Good,F,VS2,61.4,55.0,524
1.65,Very Good,H,VS1,62.0,58.0,12773
0.41,Premium,E,SI1,61.1,62.0,904
1.01,Good,E,SI2,63.9,58.0,3546
0.67,Good,I,VS2,60.7,61.4,1708
1.51,Very Good,E,VS1,59.5,59.0,16129
0.77,Ideal,H,VS2,62.4,56.0,2479
0.52,Ideal,H,VS1,61.0,56.0,1699
0.76,Ideal,J,SI1,62.9,54.0,1896
1.22,Very Good,G,VS2,62.7,58.0,8377
1.03,Very Good,F,SI2,62.4,59.0,4503
0.51,Premium,E,VVS2,62.1,57.0,2185
1.69,Ideal,G,SI1,61.8,53.0,11843
1.0,Good,I,VS2,59.7,64.0,4155
0.42,Premium,G,VVS1,62.7,58.0,1235
0.51,Ideal,E,VVS1,62.4,55.0,2317
0.37,Premium,D,SI1,62.7,58.0,681
0.7,Ideal,F,SI1,61.6,55.0,2806
0.72,Good,G,VS2,59.7,60.5,2776
1.12,Fair,I,SI2,64.6,57.0,3669
0.74,Ideal,I,SI1,62.3,57.0,2327
0.26,Ideal,D,VVS2,61.4,56.0,769
2.01,Fair,J,VS2,64.9,60.0,13744
0.33,Premium,J,VS2,59.6,61.0,450
0.53,Ideal,G,VVS2,61.9,54.0,1867
1.01,Premium,D,VS1,61.1,61.0,7785
1.16,Fair,H,SI2,66.3,57.0,4222
0.55,Ideal,D,SI1,61.3,56.0,1611
1.12,Ideal,G,SI2,62.2,55.0,4955
1.01,Good,D,VS1,64.1,55.0,8339
1.02,Very Good,F,VS2,63.3,59.0,6597
1.32,Ideal,G,VS1,61.6,57.0,12094
0.32,Ideal,F,VS2,62.4,56.0,645
2.01,Ideal,I,VS2,64.8,55.0,15729
1.04,Very Good,J,SI2,63.2,58.6,3924
1.17,Very Good,G,SI2,61.2,58.0,5595
0.9,Premium,G,SI2,61.9,61.0,3175
0.86,Ideal,E,SI1,60.6,56.0,4228
1.25,Premium,G,VS2,61.2,57.0,7948
0.7,Fair,G,SI2,61.5,66.0,1999
0.7,Premium,H,VS1,62.3,60.0,2333
0.38,Ideal,J,SI1,62.0,54.0,525
0.42,Very Good,H,VS2,60.9,55.0,1190
0.34,Premium,G,VS2,61.3,58.0,596
1.06,Premium,H,VS1,60.0,58.0,5236
0.9,Good,H,VS2,58.2,59.0,4685
1.12,Good,J,SI1,63.7,61.0,3951
0.99,Fair,J,SI1,58.0,67.0,2949
0.41,Premium,E,VVS2,60.9,56.0,1231
0.36,Premium,H,VVS2,60.6,58.0,726
1.63,Very Good,I,SI1,61.9,60.0,9199
0.23,Premium,E,VS1,61.8,60.0,513
0.31,Very Good,G,SI1,61.9,56.0,462
0.3,Ideal,F,IF,62.1,55.0,886
0.31,Ideal,G,VVS1,62.4,54.0,759
0.46,Very Good,G,VS1,61.4,59.7,1179
0.76,Ideal,D,SI2,62.2,57.0,2682
0.3,Premium,H,SI1,61.3,61.0,540
0.3,Ideal,F,SI1,62.5,57.0,475
0.3,Premium,G,SI2,58.1,61.0,506
2.04,Very Good,I,SI2,62.5,52.0,14477
0.54,Premium,I,VVS2,60.9,59.0,1944
0.3,Ideal,D,VVS1,61.8,55.0,933
0.71,Very Good,H,VVS2,63.0,56.0,2695
0.31,Ideal,G,VVS1,61.9,55.0,816
1.5,Good,I,SI1,63.8,59.0,8736
0.4,Premium,D,SI2,60.0,58.0,855
0.93,Ideal,G,SI1,60.1,57.0,5126
0.39,Ideal,G,VVS2,60.6,57.0,902
0.56,Premium,G,SI1,62.8,55.0,1345
0.32,Ideal,F,VS2,61.9,56.0,828
0.7,Ideal,F,SI1,62.1,55.0,2409
0.4,Good,G,SI2,63.1,59.0,596
0.76,Ideal,I,VS2,61.3,56.0,2793
0.31,Very Good,E,IF,58.1,60.0,987
0.51,Ideal,E,VVS1,61.9,54.0,2745
1.21,Ideal,I,VVS2,62.2,55.0,7134
1.02,Ideal,G,VS2,62.6,56.0,6591
0.89,Premium,H,VS1,60.5,59.0,3489
0.58,Good,D,SI2,56.7,60.0,1563
1.16,Ideal,I,SI1,62.6,57.0,5091
0.4,Very Good,E,SI2,63.2,57.0,855
0.5,Good,E,SI2,58.2,59.0,1098
0.32,Premium,G,VS1,59.2,59.0,828
2.2,Premium,I,SI2,63.0,59.0,15238
1.01,Good,G,VS2,58.9,61.0,5756
0.74,Ideal,E,VS2,60.2,55.0,3518
1.54,Ideal,G,SI2,62.3,60.0,8923
0.54,Premium,E,VS1,62.7,60.0,2608
0.31,Ideal,E,IF,61.0,57.0,1319
0.34,Good,F,SI2,63.9,56.0,536
0.3,Ideal,D,SI2,61.1,58.0,413
0.32,Ideal,H,VS2,61.2,56.0,523
0.38,Ideal,H,VS2,61.9,56.0,680
0.29,Very Good,F,VVS1,62.3,58.0,664
0.5,Ideal,H,VVS2,60.3,58.0,1608
1.23,Very Good,H,SI1,62.3,58.0,6542
1.09,Ideal,G,VVS2,61.2,57.0,8295
0.7,Fair,J,SI1,63.0,57.0,1723
0.6,Very Good,F,SI1,62.4,56.0,1554
0.64,Very Good,D,VS2,58.6,59.0,2332
0.5,Very Good,H,VVS1,63.5,58.0,1838
0.41,Premium,D,SI2,62.3,58.0,683
0.9,Good,D,SI2,62.3,58.0,3806
0.52,Very Good,F,VVS1,61.7,56.0,2205
0.7,Good,I,SI1,61.6,63.0,1763
2.03,Premium,J,SI1,62.1,59.0,12979
1.59,Premium,E,VS1,61.2,58.0,17393
1.01,Premium,F,SI1,59.1,56.0,5854
0.92,Fair,F,SI2,65.1,58.0,3282
0.33,Ideal,G,VVS1,61.7,54.0,868
1.23,Ideal,G,VS1,61.4,56.0,9133
0.24,Ideal,D,VS1,62.6,57.0,687
0.53,Very Good,G,VS1,60.2,55.0,1722
0.32,Premium,F,VS2,60.2,59.0,828
0.37,Premium,I,VS1,61.4,59.0,749
0.46,Ideal,H,VS2,61.5,55.0,1252
0.97,Very Good,H,SI1,62.8,55.0,4404
1.71,Premium,J,SI1,62.9,58.0,8848
1.03,Ideal,F,SI2,62.3,56.0,4268
0.7,Premium,E,VS2,62.5,59.0,2737
0.58,Very Good,G,SI1,62.9,57.0,1388
0.35,Ideal,D,VS2,62.4,55.0,829
2.03,Very Good,H,SI2,56.8,61.0,16442
0.9,Ideal,D,SI2,62.7,57.0,3990
0.71,Ideal,G,VVS1,61.7,57.0,2930
1.01,Very Good,E,VVS1,62.3,56.0,10704
2.03,Good,I,SI2,63.8,63.0,9651
0.3,Ideal,H,VVS1,62.6,56.0,819
0.3,Good,H,SI1,63.9,55.0,540
0.42,Ideal,F,SI1,62.0,57.0,773
0.3,Ideal,D,VS1,62.2,57.0,718
2.01,Premium,H,VS2,60.1,61.0,17068
0.41,Good,E,SI1,63.2,58.0,705
1.2,Very Good,F,SI2,62.8,57.0,5880
0.67,Fair,F,SI1,56.0,67.0,1642
0.7,Fair,F,SI1,65.3,54.0,1974
0.58,Premium,E,SI1,58.5,55.0,1407
0.62,Very Good,D,VS2,59.0,59.0,2022
1.12,Ideal,G,VS2,62.2,54.0,6774
1.55,Premium,H,VS1,62.6,58.0,11562
0.24,Very Good,G,VS1,61.2,56.0,391
0.72,Very Good,D,SI1,62.9,58.0,2285
0.52,Ideal,H,VVS2,61.8,57.0,1581
1.27,Ideal,H,VS1,61.4,56.0,8652
2.16,Ideal,J,VS1,61.4,55.0,18462
1.57,Premium,J,VS1,61.3,59.0,8752
0.32,Premium,G,VS2,62.8,58.0,720
0.9,Good,G,VS1,63.7,56.0,4460
0.42,Ideal,I,VVS1,60.2,57.0,945
2.0,Very Good,F,SI1,63.6,58.0,16580
1.0,Premium,G,SI2,63.0,56.0,3640
2.15,Good,G,SI2,63.8,58.0,13317
0.43,Good,F,SI1,63.8,57.0,948
0.72,Premium,E,VS2,60.4,61.0,3024
0.42,Ideal,G,VS1,62.0,55.0,921
0.5,Premium,E,VS1,62.2,58.0,1675
0.44,Ideal,H,SI1,61.9,57.0,941
0.5,Fair,E,SI2,58.0,67.0,851
0.38,Ideal,I,VS1,62.4,54.4,703
1.04,Ideal,H,VS1,62.7,57.0,5577
1.56,Ideal,F,SI1,62.7,57.0,11943
0.4,Premium,D,SI1,60.3,62.0,924
0.31,Ideal,F,VS1,61.1,57.0,729
0.33,Ideal,E,VVS2,61.2,56.0,814
0.53,Ideal,F,VS2,61.5,55.0,1753
1.6,Ideal,J,SI1,62.8,55.0,8418
0.55,Ideal,E,SI1,61.7,56.0,1668
0.31,Premium,H,SI1,58.7,60.0,558
0.39,Very Good,G,VS1,62.7,58.0,798
1.0,Very Good,F,VS2,62.8,57.0,6957
0.32,Ideal,I,VVS1,61.7,55.0,589
0.34,Ideal,H,VVS1,62.9,57.0,995
1.71,Ideal,I,VS2,60.5,56.0,11455
0.95,Very Good,E,SI2,58.7,63.0,3590
1.14,Premium,H,SI1,61.9,58.0,5458
0.38,Ideal,D,VVS2,61.5,57.0,1200
0.9,Ideal,D,SI2,62.4,56.0,4078
2.04,Ideal,J,IF,61.5,58.0,17327
0.9,Very Good,I,VVS1,63.4,57.0,3872
1.24,Premium,D,SI2,59.1,59.0,5969
1.2,Premium,F,VS1,62.3,58.0,8580
0.3,Ideal,G,IF,62.8,57.0,956
1.51,Ideal,G,SI2,62.4,56.0,9234
0.41,Ideal,D,SI1,62.3,56.0,735
0.71,Premium,E,SI2,59.0,60.0,2410
0.3,Very Good,H,VVS1,62.2,58.0,684
0.36,Ideal,H,VS2,62.1,55.0,568
0.51,Premium,E,VS2,61.0,60.0,1781
0.92,Good,E,SI1,63.3,57.0,3649
1.26,Very Good,H,VS2,63.8,52.0,7567
1.08,Very Good,G,SI2,60.3,58.0,4362
1.5,Premium,H,SI1,61.8,60.0,10567
0.57,Ideal,H,IF,62.2,56.0,2195
0.41,Premium,G,VS2,60.9,61.0,1061
1.2,Premium,H,SI1,58.9,60.0,6129
2.05,Premium,I,SI2,62.0,58.0,9850
0.44,Ideal,G,VVS1,62.0,54.0,1160
0.43,Ideal,F,SI1,61.6,57.0,1016
1.0,Good,H,SI2,63.8,57.0,3640
0.31,Ideal,E,VS1,60.5,60.0,682
1.51,Premium,I,VS2,60.5,59.0,9682
1.5,Premium,E,SI1,60.8,58.0,11795
1.08,Very Good,G,VS2,62.0,57.0,6168
0.34,Premium,E,VS2,60.9,60.0,956
0.52,Ideal,G,VVS2,62.3,55.0,2012
1.0,Very Good,G,VS2,62.4,58.0,6449
1.5,Fair,E,SI2,69.6,62.0,7560
0.9,Good,J,SI1,63.2,60.0,2729
1.0,Premium,E,SI1,60.5,59.0,5396
0.8,Very Good,F,SI2,61.5,56.0,2652
2.0,Good,I,VS1,58.8,65.0,15708
1.04,Ideal,H,SI2,60.3,56.0,4193
1.23,Ideal,H,I1,61.9,61.0,3905
0.9,Good,E,SI1,63.9,55.0,4463
1.27,Ideal,G,VS1,60.9,57.0,8543
2.0,Very Good,H,SI1,60.1,61.0,15840
0.58,Ideal,F,VVS2,61.9,56.0,2401
1.23,Premium,I,VS2,61.1,60.0,6206
0.9,Very Good,F,SI1,63.2,61.0,3881
0.4,Good,D,SI1,63.6,57.0,720
0.32,Ideal,E,VVS1,62.3,54.0,917
0.3,Ideal,F,SI1,60.2,56.0,475
0.3,Premium,J,VS1,62.4,58.0,506
1.26,Premium,J,SI1,61.7,58.0,5207
0.28,Very Good,E,VVS2,60.0,56.0,642
1.6,Premium,E,SI1,61.2,58.0,9229
0.36,Ideal,F,VS1,62.5,57.0,789
1.01,Very Good,H,SI1,62.6,61.0,4622
0.38,Ideal,E,VS1,62.6,53.5,979
0.32,Very Good,F,VVS1,59.4,59.0,886
0.5,Good,D,SI1,57.2,60.0,1190
0.58,Ideal,H,VS2,61.2,56.0,1755
0.91,Good,H,SI1,63.9,60.0,3485
2.01,Premium,J,SI2,60.8,57.2,13133
0.9,Very Good,H,VS2,63.7,61.0,4129
0.7,Ideal,E,SI1,62.4,55.0,2703
0.3,Ideal,D,VS2,61.4,58.0,670
1.62,Premium,F,SI1,63.0,58.0,13298
0.71,Very Good,E,VVS2,60.3,52.0,3760
1.39,Premium,H,SI1,62.7,58.0,7986
1.09,Premium,G,IF,61.3,58.0,10065
2.03,Premium,G,VS2,60.9,59.0,18166
1.31,Premium,I,VS2,61.9,59.0,6323
0.31,Ideal,D,VVS2,61.9,56.0,779
1.54,Very Good,G,VS1,60.7,60.0,13284
0.59,Very Good,F,SI1,61.7,57.0,1412
0.32,Ideal,E,IF,61.4,56.0,1359
1.0,Premium,E,SI1,62.8,59.0,4805
2.16,Very Good,I,VS2,58.6,60.0,16080
1.42,Very Good,E,SI1,61.1,62.0,9278
1.7,Premium,G,SI2,62.5,58.0,10574
1.07,Premium,F,SI1,62.5,59.0,5436
0.35,Ideal,H,VVS2,63.0,55.0,906
0.32,Ideal,I,VS2,60.3,56.0,576
0.52,Ideal,H,SI1,61.9,56.0,1098
0.9,Fair,H,SI1,61.4,61.0,3282
1.01,Good,G,VS2,62.7,60.0,6126
0.31,Very Good,F,IF,61.9,54.0,914
1.21,Premium,F,VS1,61.1,57.0,9846
0.26,Very Good,F,VS1,61.9,57.0,499
0.34,Very Good,F,SI1,60.9,60.0,551
0.27,Premium,H,VVS2,60.7,59.0,486
1.5,Very Good,F,VS1,61.6,58.0,15022
0.7,Good,E,SI2,62.2,63.0,1860
0.43,Very Good,E,I1,58.4,62.0,555
0.3,Ideal,H,VS2,62.0,57.0,457
2.02,Premium,H,SI1,61.1,60.0,17489
0.75,Good,D,SI1,63.6,58.0,3078
1.28,Ideal,J,SI1,61.2,57.0,4967
0.41,Very Good,E,VVS1,62.9,58.0,1249
1.52,Premium,I,I1,61.2,58.0,3541
0.32,Premium,I,VVS2,62.1,59.0,720
1.29,Very Good,I,VS2,61.8,58.0,6537
0.74,Very Good,E,VS1,62.1,53.4,3872
0.76,Premium,E,VS2,63.0,59.0,3107
0.24,Very Good,E,VS2,60.8,56.0,362
0.51,Ideal,E,VS1,61.4,56.0,2233
0.4,Very Good,E,VS2,63.0,59.0,693
0.35,Premium,D,SI1,62.1,58.0,644
1.18,Premium,I,VS1,62.1,58.0,5921
1.02,Premium,E,VS2,60.3,60.0,6032
2.01,Premium,I,VS2,62.7,58.0,16778
1.2,Premium,H,SI1,62.2,59.0,5822
0.31,Ideal,I,IF,61.3,57.0,837
1.2,Very Good,F,VS2,62.6,56.0,8334
1.52,Ideal,E,SI1,62.2,53.0,11642
0.31,Very Good,G,VS2,59.0,60.0,544
2.06,Premium,E,SI2,58.8,58.0,14634
0.57,Very Good,I,VS2,62.2,55.0,1267
0.52,Very Good,G,VVS1,61.9,61.0,2045
0.56,Very Good,F,VS1,62.0,59.0,1712
0.39,Ideal,D,VVS2,61.8,57.0,1232
0.71,Premium,G,SI2,62.0,55.0,2362
0.42,Very Good,E,VS2,62.8,59.0,958
0.32,Ideal,H,VS2,62.0,55.0,505
0.59,Premium,J,VS2,62.7,61.0,1055
0.63,Ideal,I,SI1,62.0,57.0,1372
0.76,Premium,F,SI2,62.3,55.0,2425
1.22,Very Good,G,IF,62.0,59.0,8793
0.31,Very Good,G,VS2,60.9,57.0,559
1.02,Fair,D,SI2,65.5,60.0,4381
1.53,Premium,H,VS2,60.1,58.0,11087
0.25,Very Good,H,VVS1,61.6,56.0,467
0.42,Premium,F,SI1,60.8,58.0,773
0.62,Ideal,H,VVS1,61.1,56.0,2197
0.41,Very Good,E,SI2,62.8,57.0,683
0.72,Premium,F,VS1,62.4,58.0,2802
0.3,Ideal,G,VVS2,61.5,55.0,878
0.43,Ideal,G,VVS1,61.5,56.0,1118
0.41,Premium,D,VS1,60.6,59.0,1082
0.57,Ideal,D,VS2,62.4,57.0,1963
0.33,Premium,G,VS1,61.6,58.0,854
1.29,Ideal,F,SI2,61.9,55.0,7126
0.9,Ideal,D,VS2,61.5,56.0,4128
0.4,Very Good,E,SI1,63.2,56.0,882
0.31,Very Good,G,SI1,61.7,55.0,462
1.52,Premium,G,VVS2,62.9,59.0,15404
0.72,Ideal,J,SI1,62.3,56.0,1864
0.76,Ideal,E,SI1,62.5,57.0,3033
1.51,Ideal,G,VS2,62.1,55.0,14482
1.21,Ideal,G,VS2,62.0,56.0,7806
0.31,Ideal,I,SI1,62.2,56.0,418
0.52,Premium,F,SI1,59.5,59.0,1338
0.65,Ideal,J,SI1,61.9,54.0,1214
1.55,Very Good,E,SI1,60.1,58.0,11764
1.01,Very Good,G,VS1,63.1,57.0,6936
0.91,Ideal,E,SI1,61.9,55.0,5458
0.7,Premium,H,VS1,62.8,60.0,2367
0.55,Ideal,D,SI1,60.9,56.0,2018
0.3,Ideal,E,VS2,61.3,57.0,658
0.4,Ideal,F,VVS2,62.9,55.0,1039
1.01,Very Good,D,SI1,62.6,56.0,5731
0.55,Ideal,E,VS2,60.3,57.0,1715
0.33,Ideal,D,VS1,61.3,55.0,1006
2.01,Ideal,G,SI1,62.2,56.0,18741
2.22,Premium,I,SI1,59.9,59.0,18432
1.1,Premium,D,SI2,61.5,60.0,5088
0.32,Premium,F,VS2,61.4,60.0,828
1.11,Ideal,I,SI1,62.4,55.0,4273
2.51,Premium,J,SI2,59.3,58.0,16278
0.31,Premium,G,VS2,61.7,59.0,544
1.52,Very Good,I,SI1,62.8,62.0,9129
0.41,Ideal,E,VS2,61.6,55.0,935
0.7,Ideal,D,VS1,61.1,57.0,3278
0.7,Very Good,F,SI1,60.3,57.0,2343
0.72,Premium,H,SI1,61.5,56.0,2398
0.9,Very Good,I,SI2,63.5,56.0,2826
0.33,Ideal,H,VS2,60.7,57.0,668
1.12,Ideal,G,SI2,61.3,55.0,4990
0.9,Good,G,I1,63.6,61.0,2344
0.71,Premium,D,VS2,61.2,59.0,2824
1.24,Ideal,F,SI2,61.4,58.0,6503
0.52,Ideal,G,VVS2,61.4,57.0,1847
1.53,Very Good,H,SI1,61.3,56.0,10446
0.8,Very Good,H,SI2,57.0,63.0,2487
1.08,Very Good,G,SI2,63.2,57.0,4318
1.57,Very Good,D,SI1,58.9,58.0,12697
0.72,Ideal,F,SI2,61.8,57.0,2456
2.0,Premium,I,SI2,62.3,57.0,10528
1.0,Premium,E,SI2,62.7,58.0,4496
0.7,Premium,E,VVS2,62.7,53.0,3007
0.76,Ideal,I,SI1,62.3,57.0,2474
0.3,Very Good,I,VVS2,61.9,61.0,526
1.15,Premium,E,SI2,62.3,58.0,4688
1.2,Good,I,VS1,64.8,58.0,5600
1.09,Ideal,F,SI1,62.0,56.0,5816
1.5,Good,D,SI2,63.4,59.0,8108
0.46,Very Good,E,VS1,62.9,52.0,1257
2.01,Ideal,E,SI2,62.2,57.0,17688
0.59,Premium,I,IF,61.2,58.0,1866
1.27,Very Good,I,SI2,59.7,57.0,5371
0.51,Premium,D,VS2,60.9,58.0,1716
0.31,Ideal,G,VS2,59.6,57.0,544
0.71,Ideal,H,VS1,62.2,57.0,2559
1.12,Ideal,H,VS1,60.9,57.0,7616
0.7,Very Good,E,SI2,61.1,62.0,2230
0.79,Good,I,SI1,63.9,55.0,2095
0.87,Ideal,H,SI1,62.5,57.0,2923
1.0,Premium,E,SI2,60.4,60.0,4648
0.32,Premium,G,VS2,60.7,58.0,561
0.91,Very Good,F,SI1,62.3,58.0,4785
0.57,Ideal,I,VVS1,61.7,56.0,1728
1.31,Ideal,F,VS1,62.1,55.0,12825
0.54,Ideal,G,IF,62.3,56.0,2271
1.01,Very Good,F,VS1,63.2,58.0,7107
1.12,Very Good,F,VS2,62.0,58.0,6925
1.21,Ideal,H,VS2,62.2,55.0,5882
0.55,Premium,G,SI2,60.3,58.0,1186
0.41,Premium,F,VVS2,60.1,58.0,1115
0.7,Ideal,F,SI1,62.3,57.0,2596
0.31,Ideal,G,VVS2,60.8,56.0,687
1.01,Very Good,D,SI2,61.4,60.0,4564
1.5,Fair,F,VVS2,64.7,53.0,16364
1.51,Very Good,G,VS2,59.3,58.0,11161
0.23,Very Good,E,VVS2,61.5,59.0,530
0.32,Premium,H,VS1,60.5,59.0,720
0.3,Ideal,G,VVS1,62.6,55.0,753
0.5,Ideal,H,VS2,62.3,58.0,1400
0.4,Very Good,F,SI1,63.3,57.0,798
1.07,Premium,H,SI1,60.7,60.0,4764
0.53,Very Good,E,SI1,63.6,57.0,1432
0.51,Ideal,I,VS1,62.0,57.0,1376
0.46,Very Good,E,SI1,59.3,63.0,1032
0.71,Ideal,F,SI2,60.7,57.0,2291
0.33,Ideal,F,VS2,62.1,55.0,666
2.08,Premium,I,SI1,60.3,59.0,15065
1.0,Fair,F,VS1,65.3,56.0,5833
1.07,Ideal,G,VVS1,60.9,56.0,8895
0.72,Ideal,D,SI1,62.2,56.0,2804
0.59,Ideal,E,SI1,62.2,55.0,1561
0.71,Premium,E,SI1,58.9,61.0,2329
0.71,Premium,G,SI1,60.4,59.0,2352
0.4,Premium,F,VVS1,61.9,57.0,1323
1.5,Fair,J,VS2,64.5,59.0,5846
1.02,Premium,H,SI1,61.9,61.0,4558
1.01,Very Good,F,SI1,62.8,60.0,5010
0.33,Ideal,F,IF,62.2,53.0,957
1.53,Ideal,E,SI2,61.0,55.0,10698
0.83,Ideal,G,SI1,61.8,55.0,3171
0.51,Very Good,G,VVS2,63.5,56.0,1842
0.4,Premium,D,SI1,60.9,60.0,884
0.54,Ideal,G,VVS1,61.3,56.0,1982
0.38,Ideal,G,SI1,61.5,55.0,695
0.71,Premium,G,VS1,60.9,58.0,2694
0.4,Ideal,F,VS2,62.0,59.0,1059
0.35,Premium,E,SI1,60.8,60.0,614
1.2,Ideal,G,VVS1,61.2,56.0,9570
1.01,Premium,G,SI2,61.8,58.0,4038
0.65,Premium,E,SI2,62.6,59.0,1827
0.71,Premium,F,SI1,62.3,57.0,2458
1.11,Ideal,G,SI1,62.6,57.0,5061
0.44,Very Good,H,VVS1,61.0,59.0,986
0.7,Very Good,F,VS2,60.5,58.0,2437
1.09,Premium,H,SI2,61.7,60.0,4496
0.3,Ideal,F,VVS1,62.2,56.0,814
0.39,Good,I,VS1,63.1,58.0,737
0.33,Ideal,E,VS1,60.6,57.0,781
1.74,Ideal,I,SI2,61.6,57.0,8896
1.23,Ideal,G,VS1,61.6,57.0,10859
0.7,Very Good,G,IF,58.5,60.0,3543
1.21,Ideal,E,VS2,61.8,53.0,10556
0.52,Ideal,G,VS1,61.2,56.0,1662
1.24,Ideal,F,VS1,60.9,54.0,10138
0.34,Ideal,G,IF,60.1,57.0,1014
0.43,Premium,E,SI2,61.0,60.0,704
2.01,Premium,J,SI1,62.3,59.0,12048
0.32,Premium,F,VS2,61.7,58.0,645
0.7,Very Good,E,VS2,62.7,58.0,2843
1.51,Good,J,SI1,62.4,64.0,7162
1.23,Ideal,G,VVS1,59.5,57.0,11469
0.46,Good,F,SI2,64.0,57.0,787
1.0,Good,G,VVS1,58.4,60.0,7467
0.54,Ideal,F,VS2,61.3,57.0,1572
1.01,Good,E,VS2,63.5,58.0,6666
